,0,1,2,3,4
14818,c#,.net,arrays,linq,
14819,performance,,,,
14820,ruby-on-rails,,,,
14821,git,,,,
14822,windows,,,,
14823,linq,,,,
14824,c++,,,,
14825,python,,,,
14826,java,,,,
14827,windows,,,,
14828,c++,c,,,
14829,java,,,,
14830,sql,sql-server,database,,
14831,asp.net,asp.net-mvc,,,
14832,ruby-on-rails,windows,ruby,,
14833,java,,,,
14834,.net,,,,
14835,c++,,,,
14836,.net,,,,
14837,mysql,,,,
14838,c++,,,,
14839,xml,,,,
14840,mysql,performance,,,
14841,asp.net-mvc,,,,
14842,c++,string,,,
14843,eclipse,,,,
14844,c#,.net,string,,
14845,c++,performance,,,
14846,iphone,,,,
14847,windows,linux,,,
14848,sql-server,,,,
14849,java,html,,,
14850,iphone,cocoa-touch,,,
14851,php,mysql,,,
14852,python,django,,,
14853,python,,,,
14854,c#,asp.net-mvc,linq,,
14855,java,,,,
14856,c#,.net,oop,,
14857,c#,wpf,,,
14858,python,regex,,,
14859,sql,,,,
14860,android,,,,
14861,language-agnostic,,,,
14862,asp.net-mvc,,,,
14863,c++,,,,
14864,php,,,,
14865,java,,,,
14866,c#,,,,
14867,asp.net-mvc,,,,
14868,asp.net-mvc,,,,
14869,c++,c,,,
14870,php,eclipse,,,
14871,c++,,,,
14872,asp.net-mvc,,,,
14873,c++,,,,
14874,.net,linq,,,
14875,java,,,,
14876,c++,python,,,
14877,java,macos,,,
14878,c++,performance,,,
14879,java,,,,
14880,c#,,,,
14881,sql,,,,
14882,python,string,,,
14883,c,,,,
14884,windows,,,,
14885,ruby-on-rails,ruby,,,
14886,iphone,,,,
14887,visual-studio,,,,
14888,iphone,objective-c,cocoa-touch,,
14889,c#,.net,,,
14890,ruby,,,,
14891,.net,performance,multithreading,,
14892,python,xml,,,
14893,objective-c,iphone,cocoa-touch,,
14894,c++,,,,
14895,delphi,,,,
14896,.net,,,,
14897,c#,,,,
14898,c#,wpf,,,
14899,php,xml,,,
14900,asp.net,,,,
14901,svn,,,,
14902,java,,,,
14903,ruby,,,,
14904,php,regex,,,
14905,c#,winforms,,,
14906,delphi,,,,
14907,asp.net,,,,
14908,java,,,,
14909,asp.net,sql-server,vb.net,,
14910,mysql,sql,,,
14911,html,,,,
14912,delphi,,,,
14913,python,perl,,,
14914,asp.net,asp.net-mvc,unit-testing,,
14915,algorithm,,,,
14916,javascript,,,,
14917,c#,,,,
14918,c#,,,,
14919,php,,,,
14920,java,,,,
14921,java,database,,,
14922,php,regex,,,
14923,java,,,,
14924,visual-studio,,,,
14925,jquery,css,,,
14926,windows,,,,
14927,javascript,,,,
14928,python,sql,,,
14929,sql,sql-server,database,,
14930,java,,,,
14931,ruby,,,,
14932,c++,,,,
14933,c#,,,,
14934,c++,ruby,,,
14935,svn,,,,
14936,c++,,,,
14937,java,windows,,,
14938,c#,.net,visual-studio-2008,,
14939,php,sql-server,,,
14940,java,,,,
14941,winforms,,,,
14942,vb.net,,,,
14943,svn,,,,
14944,c++,unit-testing,,,
14945,c#,.net,,,
14946,visual-studio-2008,,,,
14947,c#,xml,linq,,
14948,windows,,,,
14949,linux,,,,
14950,java,string,,,
14951,svn,,,,
14952,java,debugging,,,
14953,sql,,,,
14954,java,performance,,,
14955,.net,,,,
14956,c++,,,,
14957,java,,,,
14958,asp.net,,,,
14959,c#,.net,,,
14960,windows,multithreading,,,
14961,c#,,,,
14962,wpf,,,,
14963,c,,,,
14964,c#,,,,
14965,java,eclipse,,,
14966,java,eclipse,,,
14967,c++,windows,visual-studio,,
14968,delphi,,,,
14969,javascript,,,,
14970,asp.net,,,,
14971,java,,,,
14972,.net,asp.net,,,
14973,language-agnostic,,,,
14974,unit-testing,language-agnostic,,,
14975,c#,.net,,,
14976,visual-studio,visual-studio-2008,,,
14977,c++,,,,
14978,c#,visual-studio,,,
14979,database,,,,
14980,python,string,,,
14981,sql,,,,
14982,c#,xml,linq,,
14983,c#,,,,
14984,asp.net-mvc,,,,
14985,c#,,,,
14986,c#,sql,sql-server,,
14987,language-agnostic,,,,
14988,svn,,,,
14989,c,linux,,,
14990,c,,,,
14991,c#,asp.net,,,
14992,c#,.net,regex,,
14993,java,,,,
14994,oop,,,,
14995,android,,,,
14996,java,,,,
14997,c#,.net,,,
14998,python,,,,
14999,c++,,,,
15000,c#,asp.net-mvc,,,
15001,c#,,,,
15002,java,,,,
15003,wpf,,,,
15004,java,multithreading,,,
15005,language-agnostic,,,,
15006,c#,,,,
15007,performance,,,,
15008,c,,,,
15009,.net,asp.net,,,
15010,sql,,,,
15011,asp.net,asp.net-mvc,,,
15012,sql,mysql,,,
15013,language-agnostic,,,,
15014,svn,,,,
15015,database,language-agnostic,,,
15016,windows,,,,
15017,android,,,,
15018,php,,,,
15019,sql,,,,
15020,language-agnostic,,,,
15021,java,,,,
15022,java,,,,
15023,mysql,ruby-on-rails,,,
15024,java,html,,,
15025,visual-studio-2008,,,,
15026,sql,mysql,,,
15027,javascript,,,,
15028,django,,,,
15029,c#,,,,
15030,java,regex,eclipse,,
15031,python,django,,,
15032,php,arrays,,,
15033,perl,,,,
15034,language-agnostic,,,,
15035,perl,,,,
15036,asp.net,,,,
15037,java,,,,
15038,algorithm,,,,
15039,database,,,,
15040,vb.net,,,,
15041,asp.net,,,,
15042,c++,,,,
15043,database,,,,
15044,c#,.net,,,
15045,c#,.net,,,
15046,wpf,vb.net,,,
15047,css,,,,
15048,python,,,,
15049,java,database,,,
15050,python,svn,,,
15051,html,,,,
15052,java,,,,
15053,asp.net-mvc,,,,
15054,c#,.net,,,
15055,php,,,,
15056,java,,,,
15057,.net,,,,
15058,css,,,,
15059,eclipse,,,,
15060,c#,.net,,,
15061,python,,,,
15062,c#,performance,,,
15063,javascript,jquery,,,
15064,c,,,,
15065,iphone,,,,
15066,asp.net,,,,
15067,windows,,,,
15068,php,windows,,,
15069,c#,,,,
15070,wpf,,,,
15071,c#,.net,xml,,
15072,python,django,,,
15073,algorithm,,,,
15074,regex,,,,
15075,svn,,,,
15076,php,mysql,database,,
15077,regex,linux,,,
15078,c++,python,c,regex,
15079,c#,.net,xml,,
15080,c#,,,,
15081,unit-testing,,,,
15082,perl,,,,
15083,windows,,,,
15084,c#,winforms,,,
15085,.net,string,,,
15086,.net,sql-server,xml,,
15087,java,database,,,
15088,linq,,,,
15089,jquery,,,,
15090,python,,,,
15091,cocoa,,,,
15092,html,css,,,
15093,python,,,,
15094,.net,multithreading,,,
15095,java,,,,
15096,.net,,,,
15097,javascript,html,,,
15098,visual-studio-2008,,,,
15099,python,,,,
15100,perl,,,,
15101,c++,,,,
15102,.net,,,,
15103,sql,,,,
15104,php,,,,
15105,ruby,,,,
15106,c#,multithreading,,,
15107,php,,,,
15108,javascript,jquery,,,
15109,database,,,,
15110,vb.net,,,,
15111,c#,.net,,,
15112,java,macos,,,
15113,xml,,,,
15114,.net,vb.net,,,
15115,sql-server,,,,
15116,svn,,,,
15117,java,,,,
15118,python,,,,
15119,html,css,,,
15120,.net,,,,
15121,sql,sql-server,,,
15122,c#,.net,,,
15123,linq,,,,
15124,c#,.net,asp.net,,
15125,.net,performance,,,
15126,python,,,,
15127,c#,,,,
15128,java,eclipse,,,
15129,python,,,,
15130,html,perl,,,
15131,regex,perl,,,
15132,c++,,,,
15133,javascript,,,,
15134,java,,,,
15135,asp.net-mvc,,,,
15136,css,,,,
15137,c++,multithreading,,,
15138,.net,,,,
15139,php,,,,
15140,visual-studio,,,,
15141,svn,,,,
15142,c#,,,,
15143,algorithm,,,,
15144,c#,,,,
15145,iphone,objective-c,cocoa-touch,,
15146,java,performance,string,,
15147,c#,,,,
15148,python,debugging,,,
15149,visual-studio,,,,
15150,c#,,,,
15151,c#,.net,,,
15152,c,windows,,,
15153,c#,.net,,,
15154,java,windows,,,
15155,algorithm,,,,
15156,ruby,,,,
15157,javascript,jquery,,,
15158,windows,,,,
15159,asp.net,performance,,,
15160,ruby,,,,
15161,perl,,,,
15162,windows,,,,
15163,javascript,,,,
15164,.net,,,,
15165,unit-testing,,,,
15166,c,,,,
15167,c++,string,,,
15168,linux,performance,,,
15169,c#,.net,regex,,
15170,algorithm,,,,
15171,c++,,,,
15172,.net,,,,
15173,html,,,,
15174,linux,,,,
15175,java,regex,,,
15176,c#,javascript,asp.net,,
15177,javascript,string,,,
15178,sql,,,,
15179,javascript,,,,
15180,.net,,,,
15181,c#,,,,
15182,c#,c++,,,
15183,java,,,,
15184,c++,unit-testing,,,
15185,c#,,,,
15186,c#,multithreading,,,
15187,eclipse,,,,
15188,javascript,jquery,html,,
15189,mysql,sql,,,
15190,c#,asp.net,.net,,
15191,python,macos,,,
15192,objective-c,cocoa,,,
15193,c++,,,,
15194,.net,,,,
15195,java,,,,
15196,php,arrays,,,
15197,c#,.net,multithreading,,
15198,php,,,,
15199,visual-studio-2008,,,,
15200,java,,,,
15201,php,language-agnostic,,,
15202,java,,,,
15203,.net,asp.net,,,
15204,sql,,,,
15205,javascript,css,,,
15206,objective-c,cocoa,,,
15207,java,unit-testing,,,
15208,c#,.net,,,
15209,java,eclipse,,,
15210,.net,visual-studio-2008,debugging,,
15211,c#,.net,,,
15212,c++,visual-studio,,,
15213,c++,,,,
15214,visual-studio-2008,,,,
15215,java,,,,
15216,objective-c,iphone,cocoa-touch,,
15217,sql,,,,
15218,java,,,,
15219,sql,,,,
15220,xml,,,,
15221,sql-server,,,,
15222,mysql,,,,
15223,c#,.net,,,
15224,c++,,,,
15225,cocoa,macos,,,
15226,sql,ruby-on-rails,ruby,,
15227,c++,c,,,
15228,java,,,,
15229,vb.net,,,,
15230,sql,,,,
15231,javascript,jquery,,,
15232,java,,,,
15233,jquery,asp.net-mvc,,,
15234,python,,,,
15235,python,,,,
15236,c#,.net,unit-testing,,
15237,python,,,,
15238,python,,,,
15239,php,performance,,,
15240,php,,,,
15241,vb.net,,,,
15242,c#,,,,
15243,java,xml,,,
15244,language-agnostic,,,,
15245,asp.net,,,,
15246,python,eclipse,,,
15247,c++,,,,
15248,java,,,,
15249,php,mysql,,,
15250,ruby-on-rails,,,,
15251,delphi,,,,
15252,sql,performance,,,
15253,java,regex,,,
15254,unit-testing,,,,
15255,c#,.net,linq,,
15256,python,,,,
15257,javascript,,,,
15258,java,,,,
15259,language-agnostic,,,,
15260,javascript,html,css,,
15261,java,,,,
15262,c#,,,,
15263,asp.net,,,,
15264,sql,mysql,,,
15265,java,,,,
15266,c#,.net,wpf,,
15267,c#,,,,
15268,c,algorithm,,,
15269,c#,,,,
15270,xml,,,,
15271,c#,asp.net,,,
15272,java,,,,
15273,c#,xml,,,
15274,c++,multithreading,,,
15275,asp.net,,,,
15276,java,,,,
15277,php,,,,
15278,jquery,,,,
15279,c#,,,,
15280,python,,,,
15281,svn,,,,
15282,algorithm,performance,,,
15283,c++,,,,
15284,java,linux,,,
15285,c++,,,,
15286,java,database,,,
15287,php,,,,
15288,php,mysql,database,,
15289,c#,.net,string,,
15290,delphi,,,,
15291,ruby-on-rails,ruby,,,
15292,asp.net-mvc,,,,
15293,iphone,cocoa-touch,,,
15294,javascript,html,,,
15295,git,,,,
15296,c++,,,,
15297,objective-c,,,,
15298,sql,,,,
15299,c,,,,
15300,git,,,,
15301,jquery,,,,
15302,oop,,,,
15303,javascript,,,,
15304,python,,,,
15305,php,,,,
15306,jquery,,,,
15307,c#,,,,
15308,c++,,,,
15309,wpf,,,,
15310,asp.net,,,,
15311,ruby-on-rails,ruby,,,
15312,c++,unit-testing,,,
15313,sql-server,,,,
15314,sql-server,,,,
15315,c#,,,,
15316,vb.net,,,,
15317,ruby,macos,,,
15318,c#,regex,,,
15319,c#,.net,,,
15320,javascript,,,,
15321,c#,wpf,,,
15322,c++,,,,
15323,c#,.net,xml,,
15324,php,regex,,,
15325,iphone,,,,
15326,visual-studio,,,,
15327,c#,.net,winforms,,
15328,c#,,,,
15329,c#,xml,,,
15330,java,javascript,,,
15331,c#,.net,,,
15332,html,,,,
15333,svn,,,,
15334,c#,linq,,,
15335,.net,,,,
15336,mysql,,,,
15337,asp.net,,,,
15338,python,language-agnostic,,,
15339,.net,,,,
15340,java,python,,,
15341,c#,.net,,,
15342,java,,,,
15343,python,django,,,
15344,javascript,jquery,,,
15345,java,,,,
15346,sql,database,,,
15347,svn,,,,
15348,python,,,,
15349,svn,,,,
15350,regex,,,,
15351,iphone,cocoa-touch,,,
15352,c#,.net,,,
15353,javascript,,,,
15354,cocoa,macos,,,
15355,windows,,,,
15356,asp.net,xml,,,
15357,python,,,,
15358,java,,,,
15359,c++,,,,
15360,c,,,,
15361,html,,,,
15362,algorithm,,,,
15363,c++,algorithm,language-agnostic,,
15364,c#,.net,,,
15365,asp.net,asp.net-mvc,,,
15366,c,,,,
15367,c#,,,,
15368,vb.net,,,,
15369,visual-studio,,,,
15370,linux,,,,
15371,.net,objective-c,,,
15372,asp.net,,,,
15373,jquery,ruby-on-rails,,,
15374,algorithm,language-agnostic,,,
15375,c++,c,,,
15376,c++,c,,,
15377,sql,,,,
15378,python,,,,
15379,linux,,,,
15380,oop,,,,
15381,c#,.net,wpf,,
15382,.net,,,,
15383,javascript,html,,,
15384,algorithm,,,,
15385,.net,,,,
15386,regex,linux,,,
15387,.net,,,,
15388,c#,.net,,,
15389,linux,,,,
15390,java,,,,
15391,c#,unit-testing,,,
15392,linux,,,,
15393,php,debugging,,,
15394,c#,,,,
15395,oop,,,,
15396,c++,visual-studio,,,
15397,ruby,oop,,,
15398,c#,.net,linq,debugging,
15399,c,,,,
15400,java,xml,,,
15401,wpf,,,,
15402,asp.net-mvc,,,,
15403,sql,performance,,,
15404,eclipse,,,,
15405,javascript,,,,
15406,c#,,,,
15407,c#,.net,,,
15408,linux,,,,
15409,c#,,,,
15410,java,,,,
15411,regex,,,,
15412,c#,,,,
15413,iphone,,,,
15414,linq,,,,
15415,git,,,,
15416,c,,,,
15417,c++,,,,
15418,visual-studio,visual-studio-2008,,,
15419,.net,,,,
15420,.net,unit-testing,,,
15421,php,,,,
15422,database,,,,
15423,c++,,,,
15424,html,,,,
15425,c++,,,,
15426,database,,,,
15427,asp.net,javascript,,,
15428,unit-testing,,,,
15429,c#,.net,,,
15430,oop,,,,
15431,c#,,,,
15432,python,,,,
15433,windows,,,,
15434,c++,,,,
15435,xml,,,,
15436,asp.net,,,,
15437,vb.net,,,,
15438,delphi,,,,
15439,c#,regex,,,
15440,sql,sql-server,,,
15441,c#,,,,
15442,c#,.net,,,
15443,windows,delphi,,,
15444,python,,,,
15445,database,,,,
15446,javascript,,,,
15447,c++,,,,
15448,language-agnostic,oop,,,
15449,php,xml,,,
15450,sql,database,algorithm,,
15451,c#,wpf,,,
15452,visual-studio,winforms,,,
15453,asp.net,,,,
15454,asp.net,,,,
15455,language-agnostic,string,,,
15456,c,arrays,,,
15457,c#,.net,,,
15458,macos,,,,
15459,linq,,,,
15460,php,,,,
15461,javascript,jquery,,,
15462,unit-testing,language-agnostic,,,
15463,macos,,,,
15464,java,,,,
15465,java,eclipse,unit-testing,,
15466,java,,,,
15467,javascript,,,,
15468,unit-testing,,,,
15469,sql,,,,
15470,.net,,,,
15471,ruby-on-rails,ruby,,,
15472,asp.net,asp.net-mvc,,,
15473,javascript,,,,
15474,xml,,,,
15475,c#,.net,,,
15476,java,string,,,
15477,regex,,,,
15478,javascript,jquery,,,
15479,windows,,,,
15480,.net,,,,
15481,html,,,,
15482,.net,sql,,,
15483,sql,,,,
15484,jquery,,,,
15485,mysql,,,,
15486,jquery,,,,
15487,c#,.net,,,
15488,mysql,,,,
15489,php,,,,
15490,wpf,,,,
15491,asp.net,,,,
15492,oop,,,,
15493,java,,,,
15494,.net,visual-studio-2008,,,
15495,java,multithreading,,,
15496,php,arrays,,,
15497,javascript,jquery,html,,
15498,javascript,,,,
15499,c++,,,,
15500,.net,,,,
15501,macos,,,,
15502,c#,,,,
15503,php,javascript,,,
15504,objective-c,unit-testing,,,
15505,c#,.net,visual-studio,,
15506,sql-server,,,,
15507,html,ruby-on-rails,,,
15508,c#,,,,
15509,c#,asp.net,,,
15510,php,perl,,,
15511,c++,,,,
15512,python,,,,
15513,c++,,,,
15514,visual-studio,,,,
15515,oop,,,,
15516,python,,,,
15517,delphi,,,,
15518,c#,,,,
15519,delphi,,,,
15520,php,mysql,,,
15521,c++,,,,
15522,c#,.net,,,
15523,c#,,,,
15524,sql,,,,
15525,language-agnostic,,,,
15526,svn,,,,
15527,visual-studio,unit-testing,,,
15528,visual-studio,,,,
15529,delphi,,,,
15530,php,performance,,,
15531,c#,winforms,,,
15532,ruby,,,,
15533,.net,,,,
15534,php,,,,
15535,html,css,,,
15536,c#,,,,
15537,.net,,,,
15538,c#,,,,
15539,c++,eclipse,debugging,,
15540,c#,,,,
15541,sql,sql-server,,,
15542,c++,c,,,
15543,c#,vb.net,,,
15544,java,,,,
15545,algorithm,performance,,,
15546,svn,,,,
15547,c#,.net,,,
15548,mysql,,,,
15549,c#,java,,,
15550,ruby,xml,,,
15551,sql,,,,
15552,perl,,,,
15553,c#,oop,,,
15554,java,asp.net-mvc,,,
15555,c#,,,,
15556,c#,.net,,,
15557,javascript,jquery,,,
15558,perl,,,,
15559,asp.net,,,,
15560,sql-server,,,,
15561,c#,wpf,,,
15562,c++,,,,
15563,.net,winforms,,,
15564,mysql,,,,
15565,java,linux,,,
15566,wpf,,,,
15567,java,,,,
15568,mysql,unit-testing,,,
15569,java,eclipse,,,
15570,c#,,,,
15571,c++,,,,
15572,iphone,objective-c,cocoa-touch,,
15573,perl,,,,
15574,sql,mysql,,,
15575,c++,,,,
15576,.net,,,,
15577,.net,,,,
15578,c#,,,,
15579,php,,,,
15580,c#,,,,
15581,svn,,,,
15582,python,,,,
15583,css,visual-studio,,,
15584,c#,.net,vb.net,,
15585,java,,,,
15586,iphone,,,,
15587,c#,,,,
15588,iphone,,,,
15589,iphone,cocoa,multithreading,,
15590,c#,unit-testing,,,
15591,sql,sql-server,,,
15592,c++,java,,,
15593,iphone,cocoa-touch,,,
15594,.net,,,,
15595,cocoa,multithreading,,,
15596,.net,,,,
15597,c++,,,,
15598,python,,,,
15599,c#,.net,asp.net,asp.net-mvc,vb.net
15600,javascript,,,,
15601,svn,,,,
15602,.net,string,,,
15603,css,,,,
15604,python,django,,,
15605,c#,.net,,,
15606,wpf,,,,
15607,asp.net,javascript,,,
15608,javascript,html,,,
15609,javascript,jquery,,,
15610,.net,,,,
15611,c#,,,,
15612,iphone,cocoa-touch,,,
15613,iphone,,,,
15614,sql,html,,,
15615,python,,,,
15616,mysql,sql,,,
15617,.net,asp.net,,,
15618,php,,,,
15619,vb.net,,,,
15620,css,,,,
15621,algorithm,language-agnostic,,,
15622,c#,wpf,,,
15623,algorithm,arrays,language-agnostic,,
15624,language-agnostic,,,,
15625,php,,,,
15626,c#,.net,,,
15627,c++,,,,
15628,c,,,,
15629,svn,,,,
15630,c++,,,,
15631,java,eclipse,,,
15632,c#,.net,,,
15633,svn,,,,
15634,c#,.net,sql-server,,
15635,linux,,,,
15636,c#,,,,
15637,windows,,,,
15638,c++,,,,
15639,c#,,,,
15640,wpf,,,,
15641,delphi,,,,
15642,php,unit-testing,,,
15643,wpf,,,,
15644,jquery,,,,
15645,c,,,,
15646,linux,,,,
15647,macos,,,,
15648,algorithm,,,,
15649,c#,,,,
15650,c#,,,,
15651,python,linux,macos,,
15652,.net,winforms,,,
15653,database,,,,
15654,svn,,,,
15655,regex,,,,
15656,ruby-on-rails,,,,
15657,c++,windows,visual-studio,,
15658,c#,unit-testing,,,
15659,iphone,cocoa-touch,,,
15660,c#,.net,visual-studio,unit-testing,
15661,c#,,,,
15662,java,multithreading,,,
15663,php,,,,
15664,html,css,,,
15665,sql,,,,
15666,android,java,,,
15667,c#,asp.net,javascript,,
15668,c#,.net,asp.net-mvc,,
15669,php,,,,
15670,c#,.net,wpf,,
15671,c++,windows,,,
15672,javascript,css,,,
15673,c#,debugging,,,
15674,c++,performance,,,
15675,asp.net,,,,
15676,python,,,,
15677,c#,ruby,oop,,
15678,linq,,,,
15679,c++,,,,
15680,java,,,,
15681,python,,,,
15682,java,,,,
15683,.net,,,,
15684,c#,,,,
15685,python,,,,
15686,javascript,,,,
15687,php,,,,
15688,git,,,,
15689,c#,multithreading,,,
15690,javascript,,,,
15691,python,regex,,,
15692,python,,,,
15693,language-agnostic,,,,
15694,sql,database,,,
15695,css,,,,
15696,python,,,,
15697,linq,,,,
15698,.net,linq,,,
15699,c#,c++,c,,
15700,python,django,,,
15701,.net,debugging,,,
15702,asp.net,,,,
15703,c#,,,,
15704,java,,,,
15705,.net,,,,
15706,c#,.net,,,
15707,jquery,,,,
15708,javascript,,,,
15709,.net,vb.net,performance,,
15710,java,,,,
15711,sql,windows,,,
15712,ruby,,,,
15713,c#,.net,algorithm,,
15714,java,oop,,,
15715,ruby-on-rails,,,,
15716,c#,visual-studio,debugging,,
15717,database,,,,
15718,.net,wpf,,,
15719,php,,,,
15720,php,,,,
15721,ruby-on-rails,ruby,,,
15722,javascript,jquery,,,
15723,.net,unit-testing,,,
15724,python,,,,
15725,sql-server,vb.net,,,
15726,.net,,,,
15727,php,windows,,,
15728,c#,winforms,,,
15729,arrays,ruby,,,
15730,php,arrays,,,
15731,c#,.net,,,
15732,wpf,,,,
15733,sql-server,,,,
15734,asp.net,,,,
15735,.net,linq,,,
15736,vb.net,,,,
15737,performance,,,,
15738,svn,,,,
15739,java,c++,c,,
15740,c#,,,,
15741,sql,,,,
15742,database,,,,
15743,eclipse,,,,
15744,iphone,cocoa-touch,,,
15745,iphone,cocoa-touch,,,
15746,c++,,,,
15747,sql,sql-server,,,
15748,c#,,,,
15749,javascript,jquery,,,
15750,c++,windows,,,
15751,c#,sql,sql-server,,
15752,asp.net,sql,vb.net,,
15753,php,,,,
15754,sql,sql-server,,,
15755,c#,asp.net,,,
15756,java,,,,
15757,java,,,,
15758,windows,,,,
15759,ruby-on-rails,ruby,,,
15760,c#,algorithm,,,
15761,c#,.net,sql-server,,
15762,c#,multithreading,,,
15763,javascript,arrays,,,
15764,c++,,,,
15765,javascript,html,,,
15766,c++,,,,
15767,c++,,,,
15768,c#,asp.net,,,
15769,ruby,,,,
15770,visual-studio-2008,,,,
15771,python,string,,,
15772,c#,,,,
15773,mysql,,,,
15774,sql-server,,,,
15775,vb.net,,,,
15776,php,,,,
15777,algorithm,,,,
15778,java,,,,
15779,perl,,,,
15780,java,,,,
15781,windows,,,,
15782,delphi,,,,
15783,c#,.net,,,
15784,language-agnostic,,,,
15785,javascript,,,,
15786,windows,,,,
15787,perl,,,,
15788,perl,,,,
15789,c#,.net,wpf,,
15790,javascript,,,,
15791,java,,,,
15792,c#,.net,regex,,
15793,.net,asp.net,,,
15794,oop,,,,
15795,performance,algorithm,,,
15796,java,eclipse,unit-testing,,
15797,database,,,,
15798,c#,,,,
15799,java,eclipse,,,
15800,javascript,jquery,,,
15801,c#,asp.net,,,
15802,c#,,,,
15803,c++,oop,,,
15804,visual-studio,,,,
15805,c#,arrays,,,
15806,.net,,,,
15807,javascript,,,,
15808,git,,,,
15809,c#,asp.net,,,
15810,c++,,,,
15811,java,,,,
15812,c#,.net,arrays,,
15813,javascript,,,,
15814,sql-server,,,,
15815,c#,.net,,,
15816,linux,,,,
15817,.net,,,,
15818,ruby,,,,
15819,python,,,,
15820,asp.net,javascript,,,
15821,windows,,,,
15822,sql,,,,
15823,ruby,,,,
15824,sql,django,,,
15825,java,.net,,,
15826,html,css,,,
15827,c#,,,,
15828,java,mysql,,,
15829,java,,,,
15830,string,,,,
15831,c++,,,,
15832,c#,.net,winforms,,
15833,c#,linq,,,
15834,c#,linq,,,
15835,c#,.net,,,
15836,asp.net,,,,
15837,python,,,,
15838,svn,,,,
15839,asp.net,,,,
15840,c,,,,
15841,c++,,,,
15842,c#,.net,objective-c,cocoa,
15843,c++,,,,
15844,sql,,,,
15845,python,django,,,
15846,c,,,,
15847,algorithm,,,,
15848,c#,.net,,,
15849,c#,.net,,,
15850,c#,,,,
15851,javascript,,,,
15852,c++,c,,,
15853,.net,winforms,,,
15854,python,,,,
15855,c,,,,
15856,.net,linq,,,
15857,c,,,,
15858,c,,,,
15859,.net,linq,,,
15860,c#,multithreading,,,
15861,vb.net,,,,
15862,java,,,,
15863,iphone,,,,
15864,html,css,,,
15865,sql,sql-server,performance,,
15866,c#,.net,,,
15867,html,,,,
15868,java,,,,
15869,php,,,,
15870,c#,,,,
15871,javascript,regex,,,
15872,windows,,,,
15873,sql,django,,,
15874,algorithm,,,,
15875,c++,,,,
15876,c,unit-testing,,,
15877,language-agnostic,,,,
15878,wpf,,,,
15879,windows,,,,
15880,objective-c,cocoa-touch,,,
15881,git,,,,
15882,c#,,,,
15883,visual-studio,,,,
15884,c#,winforms,,,
15885,java,,,,
15886,c++,debugging,,,
15887,asp.net-mvc,,,,
15888,c#,.net,,,
15889,asp.net,,,,
15890,c++,,,,
15891,java,,,,
15892,java,,,,
15893,c++,,,,
15894,java,,,,
15895,c#,asp.net,javascript,,
15896,c++,,,,
15897,language-agnostic,,,,
15898,sql-server,,,,
15899,javascript,visual-studio-2008,,,
15900,java,eclipse,,,
15901,python,svn,,,
15902,delphi,,,,
15903,java,javascript,,,
15904,html,,,,
15905,wpf,winforms,,,
15906,c#,,,,
15907,c#,.net,,,
15908,.net,,,,
15909,java,,,,
15910,asp.net,sql-server,vb.net,,
15911,c#,.net,winforms,,
15912,mysql,sql-server,database,,
15913,c#,.net,,,
15914,c++,,,,
15915,asp.net,asp.net-mvc,unit-testing,,
15916,java,,,,
15917,database,,,,
15918,c#,asp.net-mvc,,,
15919,jquery,,,,
15920,java,eclipse,,,
15921,ruby-on-rails,ruby,,,
15922,c#,,,,
15923,regex,perl,,,
15924,java,,,,
15925,language-agnostic,,,,
15926,database,,,,
15927,php,html,,,
15928,c#,.net,winforms,,
15929,sql-server,,,,
15930,wpf,,,,
15931,objective-c,cocoa,,,
15932,.net,performance,,,
15933,php,mysql,,,
15934,asp.net,,,,
15935,c#,,,,
15936,ruby,linux,,,
15937,sql,,,,
15938,java,,,,
15939,c#,string,,,
15940,c#,.net,database,,
15941,visual-studio,,,,
15942,linux,,,,
15943,sql,sql-server,,,
15944,iphone,,,,
15945,.net,,,,
15946,javascript,html,,,
15947,c#,wpf,,,
15948,c#,,,,
15949,database,,,,
15950,c#,.net,,,
15951,html,,,,
15952,c#,wpf,,,
15953,asp.net,,,,
15954,java,,,,
15955,java,,,,
15956,svn,,,,
15957,javascript,html,,,
15958,java,,,,
15959,c#,.net,wpf,,
15960,c#,,,,
15961,java,,,,
15962,php,,,,
15963,objective-c,,,,
15964,php,,,,
15965,javascript,,,,
15966,winforms,,,,
15967,html,perl,,,
15968,asp.net,,,,
15969,python,,,,
15970,iphone,objective-c,cocoa-touch,,
15971,java,,,,
15972,php,,,,
15973,c,,,,
15974,delphi,,,,
15975,sql,sql-server,database,,
15976,asp.net,,,,
15977,java,,,,
15978,sql,sql-server,,,
15979,c#,.net,,,
15980,sql-server,delphi,,,
15981,svn,,,,
15982,php,,,,
15983,c++,,,,
15984,linq,,,,
15985,sql,,,,
15986,c#,,,,
15987,html,,,,
15988,python,,,,
15989,c#,,,,
15990,c++,,,,
15991,vb.net,,,,
15992,html,,,,
15993,java,,,,
15994,visual-studio-2008,,,,
15995,java,string,,,
15996,javascript,,,,
15997,asp.net,,,,
15998,java,,,,
15999,.net,xml,,,
16000,algorithm,language-agnostic,,,
16001,jquery,,,,
16002,asp.net-mvc,,,,
16003,c#,xml,,,
16004,javascript,jquery,,,
16005,c#,vb.net,linq,,
16006,c#,language-agnostic,,,
16007,c#,,,,
16008,c#,,,,
16009,c#,,,,
16010,mysql,,,,
16011,delphi,,,,
